ano,territorio,grupamento_modelo,inscritos,universo_elegivel_proxy,tendencia,tend_bercario,tend_maternal_i,tend_maternal_ii,prev_modelo,p10,p90,p025,p975,alpha_nb,taxa_anterior,prev_persistencia,ano_treino_final,ano_teste
2025,VILA ISABEL,Maternal I,84,479.0,4,0,4,0,118.01675975000775,82.0,157.0,67.0,182.0,0.05349348228090407,0.1651031894934334,79.0844277673546,2024,2025
2025,VILA ISABEL,Maternal II,46,533.0,4,0,0,4,69.19881330063731,47.0,93.0,38.0,108.0,0.05349348228090407,0.11557788944723618,61.60301507537689,2024,2025
2025,VILA KENNEDY,Bercario,1,506.0,4,4,0,0,31.22121917637121,20.0,43.0,15.0,51.0,0.05349348228090407,0.0,0.0,2024,2025
2025,VILA KENNEDY,Maternal I,2,44.0,4,0,4,0,4.153419230810274,1.0,7.0,1.0,9.0,0.05349348228090407,0.0,0.0,2024,2025
2025,VILA KENNEDY,Maternal II,0,101.0,4,0,0,4,5.0238623469839165,2.0,8.0,1.0,11.0,0.05349348228090407,0.008583690987124463,0.8669527896995708,2024,2025
2025,VILA KOSMOS,Bercario,34,203.0,4,4,0,0,53.09073175176348,36.0,72.0,28.0,84.0,0.05349348228090407,0.20179372197309417,40.964125560538115,2024,2025
2025,VILA KOSMOS,Maternal I,41,108.0,4,0,4,0,43.211583409121864,29.0,59.0,23.0,69.0,0.05349348228090407,0.5528455284552846,59.707317073170735,2024,2025
2025,VILA KOSMOS,Maternal II,18,123.0,4,0,0,4,25.9325247507757,16.0,36.0,12.0,43.0,0.05349348228090407,0.11904761904761904,14.642857142857142,2024,2025
2025,VILA MILITAR,Bercario,6,268.0,4,4,0,0,30.169858471098102,19.0,42.0,15.0,49.0,0.05349348228090407,0.04979253112033195,13.344398340248961,2024,2025
2025,VILA MILITAR,Maternal I,11,90.0,4,0,4,0,15.500108561930448,9.0,23.0,6.0,27.0,0.05349348228090407,0.06622516556291391,5.960264900662252,2024,2025
2025,VILA MILITAR,Maternal II,17,151.0,4,0,0,4,13.703529605749646,8.0,20.0,5.0,24.0,0.05349348228090407,0.02666666666666667,4.026666666666667,2024,2025
2025,VILA PENHA,Bercario,58,262.0,4,4,0,0,36.57673777653002,24.0,50.0,19.0,59.0,0.05349348228090407,0.21016949152542372,55.06440677966101,2024,2025
2025,VILA PENHA,Maternal I,52,161.0,4,0,4,0,34.38613035257199,22.0,47.0,17.0,56.0,0.05349348228090407,0.2857142857142857,46.0,2024,2025
2025,VILA PENHA,Maternal II,16,182.0,4,0,0,4,20.482930043569464,13.0,29.0,9.0,35.0,0.05349348228090407,0.07468879668049792,13.593360995850622,2024,2025
2025,VILA VALQUEIRE,Bercario,86,572.0,4,4,0,0,95.78061820964894,66.0,128.0,54.0,148.0,0.05349348228090407,0.13242784380305603,75.74872665534805,2024,2025
2025,VILA VALQUEIRE,Maternal I,101,304.0,4,0,4,0,77.87695143582893,53.0,104.0,43.0,121.0,0.05349348228090407,0.2803030303030303,85.2121212121212,2024,2025
2025,VILA VALQUEIRE,Maternal II,43,264.0,4,0,0,4,35.63711595768949,23.0,49.0,18.0,58.0,0.05349348228090407,0.14950166112956811,39.46843853820598,2024,2025
2025,VISTA ALEGRE,Bercario,34,125.0,4,4,0,0,25.167341751720194,16.0,35.0,12.0,42.0,0.05349348228090407,0.25384615384615383,31.73076923076923,2024,2025
2025,VISTA ALEGRE,Maternal I,18,55.0,4,0,4,0,16.941184595806646,10.0,24.0,7.0,29.0,0.05349348228090407,0.39655172413793105,21.810344827586206,2024,2025
2025,VISTA ALEGRE,Maternal II,13,58.0,4,0,0,4,9.413959884727838,5.0,14.0,3.0,18.0,0.05349348228090407,0.21428571428571427,12.428571428571427,2024,2025
2025,ZUMBI,Bercario,7,35.0,4,4,0,0,5.803502694739721,2.0,9.0,1.0,12.0,0.05349348228090407,0.07142857142857142,2.5,2024,2025
2025,ZUMBI,Maternal I,3,25.0,4,0,4,0,6.341849134388185,3.0,10.0,2.0,13.0,0.05349348228090407,0.13043478260869565,3.260869565217391,2024,2025
2025,ZUMBI,Maternal II,2,23.0,4,0,0,4,3.074446912686359,1.0,6.0,0.0,7.0,0.05349348228090407,0.125,2.875,2024,2025
